field,leaf,mite_per,mine_per,original_area,area_after_herb,area_consumed,per_area_consumed,leaf_mass,SLA,tot_per_herb,tot_area_consumed,mass_consumed
10,4,0,0,11.139,11.139,0,0,0.09,122.656,0,0,0
10,5,2,0,6.409,6.305,0.104,1.623,0.0501,125.848,3.623,0.23219807,0.001845063
10,6,0,1,6.86,6.86,0,0,0.0551,124.501,1,0.0686,5.51E-04
10,7,4,1,17.218,15.997,1.221,7.091,0.0831,192.503,12.091,2.08182838,0.010814524
10,8,0,0,10.612,7.841,2.771,26.112,0.0562,139.52,26.112,2.77100544,0.019861052
10,9,0,0,10.839,10.839,0,0,0.0947,114.456,0,0,0
10,10,1,1,8.378,8.285,0.093,1.11,0.0403,205.583,3.11,0.2605558,0.001267399
10,11,0,0,6.654,6.587,0.067,1.001,0.0485,135.814,1.001,0.06660654,4.90E-04
10,12,4,1,8.37,8.335,0.033,0.394,0.0635,131.26,5.394,0.4514778,0.003439573
10,13,4,0,10.955,10.955,0,0,0.0722,151.731,4,0.4382,0.002888
10,14,0,0,7.578,6.351,1.227,16.192,0.0445,142.719,16.192,1.22702976,0.008597516
10,15,0,0,6.15,6.107,0.043,0.699,0.0395,154.608,0.699,0.0429885,2.78E-04
10,16,0,0,9.453,8.095,1.358,14.366,0.0533,151.876,14.366,1.35801798,0.008941613
10,17,0,0,11.589,11.582,0.007,0.06,0.0373,310.509,0.06,0.0069534,2.24E-05
10,18,4,0,14.094,14.094,0,0,0.1113,126.631,4,0.56376,0.004452
10,19,0,0,8.969,8.969,0,0,0.0552,162.482,0,0,0
10,20,3,0,16.344,16.318,0.026,0.159,0.0982,166.171,3.159,0.51630696,0.003107081
10,21,1,0,8.597,8.597,0,0,0.041,209.683,1,0.08597,4.10E-04
10,22,0,0,8.268,8.268,0,0,0.0641,128.986,0,0,0
10,23,3,0,11.072,11.072,0,0,0.0411,269.392,3,0.33216,0.001233
10,24,4,1,10.223,10.213,0.01,0.098,0.0689,148.229,5.098,0.52116854,0.003515961
10,25,7,0,7.029,6.874,0.155,2.205,0.0522,131.686,9.205,0.64701945,0.004913357
10,26,1,0,5.898,5.898,0,0,0.0441,133.741,1,0.05898,4.41E-04
10,27,0,0,7.135,7.133,0.002,0.028,0.0398,179.221,0.028,0.0019978,1.11E-05
10,28,0,5,8.021,8.019,0.002,0.025,0.0678,118.274,5.025,0.40305525,0.0034078
10,29,0,0,6.449,5.515,0.934,14.483,0.04,137.875,14.483,0.93400867,0.006774315
10,30,1,0,11.49,10.901,0.589,5.126,0.0704,154.844,6.126,0.7038774,0.004545727
10,31,1,0,7.329,6.363,0.966,13.181,0.0275,231.382,14.181,1.03932549,0.00449182
10,32,3,0,4.27,4.086,0.184,4.309,0.0456,89.605,7.309,0.3120943,0.003482991
10,33,1,0,6.537,6.536,0.001,0.015,0.0649,100.709,1.015,0.06635055,6.59E-04
10,34,0,1,5.168,5.167,0.001,0.019,0.0441,117.166,1.019,0.05266192,4.49E-04
10,35,1,0,9.927,9.747,0.18,1.813,0.0391,249.284,2.813,0.27924651,0.001120195
10,36,0,0,13.896,12.583,1.313,9.449,0.0802,156.895,9.449,1.31303304,0.008368851
10,37,0,0,10.853,10.851,0.002,0.018,0.0404,268.589,0.018,0.00195354,7.27E-06
10,38,2,0,14.231,13.817,0.414,2.909,0.0825,167.479,4.909,0.69859979,0.004171273
10,39,0,0,9.196,9.04,0.156,1.696,0.0671,134.724,1.696,0.15596416,0.001157654
10,40,3,0,12.359,12.357,0.002,0.016,0.0458,269.803,3.016,0.37274744,0.001381552
10,41,5,0,15.188,15.154,0.034,0.224,0.0837,181.051,5.224,0.79342112,0.004382298
10,42,1,0,5.974,5.869,0.105,1.758,0.0455,128.989,2.758,0.16476292,0.001277341
10,43,4,0,17.073,15.541,1.532,8.973,0.0893,174.031,12.973,2.21488029,0.012726904
10,44,1,0,16.971,16.775,0.196,1.155,0.1096,153.057,2.155,0.36572505,0.002389476
10,45,1,0,9.737,9.737,0,0,0.0919,105.952,1,0.09737,9.19E-04
10,46,1,0,6.216,6.049,0.167,2.687,0.0412,146.82,3.687,0.22918392,0.001560982
10,47,0,1,14.355,14.355,0,0,0.094,152.713,1,0.14355,9.40E-04
10,48,0,0,11,10.848,0.152,1.382,0.0815,133.104,1.382,0.15202,0.001142112
10,49,8,2,16.351,15.786,0.565,3.455,0.1005,157.075,13.455,2.20002705,0.014006254
10,50,4,0,5.754,5.614,0.14,2.433,0.0485,115.753,6.433,0.37015482,0.003197811
10,51,0,1,16.509,14.483,2.026,12.272,0.0786,184.262,13.272,2.19107448,0.011891076
10,52,0,0,10.131,10.131,0,0,0.0411,246.496,0,0,0
10,53,0,1,8.796,8.796,0,0,0.0336,261.786,1,0.08796,3.36E-04
10,54,0,0,7.241,6.617,0.624,8.618,0.0515,128.485,8.618,0.62402938,0.00485681
10,55,0,0,9.044,9.032,0.012,0.133,0.068,132.824,0.133,0.01202852,9.06E-05
10,56,0,0,10.971,10.971,0,0,0.0701,156.505,0,0,0
10,57,3,0,10.567,10.137,0.43,4.069,0.0624,162.452,7.069,0.74698123,0.004598168
10,58,0,5,11.919,11.242,0.677,5.68,0.0933,120.493,10.68,1.2729492,0.010564505
10,59,0,0,15.84,13.136,2.704,17.071,0.0681,192.893,17.071,2.7040464,0.014018389
10,60,2,0,10.265,10.227,0.038,0.037,0.0823,124.265,2.037,0.20909805,0.00168268
10,61,0,0,4.978,4.978,0,0,0.0427,116.581,0,0,0
10,62,0,1,12.876,12.819,0.057,0.443,0.0836,153.337,1.443,0.18580068,0.001211712
10,63,0,0,4.822,4.822,0,0,0.0416,115.913,0,0,0
10,64,1,0,7.945,7.66,0.285,3.587,0.0628,121.975,4.587,0.36443715,0.002987814
10,65,0,0,7.472,7.283,0.189,2.529,0.0604,120.579,2.529,0.18896688,0.001567156
10,66,0,0,10.624,10.624,0,0,0.0813,130.677,0,0,0
10,67,3,0,7.531,7.304,0.227,3.014,0.0649,112.542,6.014,0.45291434,0.004024389
10,68,1,0,8.591,8.591,0,0,0.0569,150.984,1,0.08591,5.69E-04
10,69,4,0,14.83,14.83,0,0,0.098,151.327,4,0.5932,0.00392
10,70,2,0,15.275,15.275,0,0,0.0864,176.794,2,0.3055,0.001728
10,71,0,0,10.428,9.857,0.571,5.476,0.0773,127.516,5.476,0.57103728,0.004478156
10,72,0,0,7.548,7.325,0.223,2.954,0.0332,220.633,2.954,0.22296792,0.001010585
10,73,0,1,9.643,8.672,0.971,10.069,0.0601,144.293,11.069,1.06738367,0.007397343
10,74,3,0,7.812,7.484,0.328,4.199,0.0366,204.481,7.199,0.56238588,0.00275031
10,75,0,0,16.872,10.466,6.406,37.968,0.0549,190.638,37.968,6.40596096,0.033602834
10,76,2,0,7.878,7.821,0.057,0.724,0.0632,123.75,2.724,0.21459672,0.001734115
10,77,0,1,9.46,9.46,0,0,0.0397,238.287,1,0.0946,3.97E-04
10,78,0,0,8.257,8.257,0,0,0.0399,206.942,0,0,0
10,79,1,0,9.736,9.652,0.084,0.863,0.0585,164.991,1.863,0.18138168,0.00109934
10,80,3,0,11.909,11.163,0.746,6.264,0.099,112.758,9.264,1.10324976,0.009784263
10,81,2,0,14.103,14.084,0.019,0.134,0.0687,205.007,2.134,0.30095802,0.001468036
10,82,2,0,14.718,14.718,0,0,0.0875,168.206,2,0.29436,0.00175
10,83,0,0,6.253,6.253,0,0,0.0436,143.417,0,0,0
10,84,1,3,15.459,15.459,0,0,0.0899,171.958,4,0.61836,0.003596
10,85,1,0,9.332,9.152,0.18,1.929,0.068,134.588,2.929,0.27333428,0.002030893
10,86,3,0,15.91,15.537,0.373,2.344,0.0922,168.514,5.344,0.8502304,0.005045456
10,87,1,0,7.422,7.417,0.005,0.067,0.0524,141.546,1.067,0.07919274,5.59E-04
10,88,0,0,8.146,7.817,0.329,4.039,0.0657,118.98,4.039,0.32901694,0.002765308
10,89,0,1,19.364,17.427,1.937,10.003,0.116,150.233,11.003,2.13062092,0.014182133
10,90,0,0,9.446,8.974,0.472,4.997,0.0281,319.359,4.997,0.47201662,0.001478011
10,91,0,1,7.025,6.88,0.145,2.064,0.0509,135.167,3.064,0.215246,0.001592445
10,92,1,0,3.711,3.711,0,0,0.0258,143.837,1,0.03711,2.58E-04
10,93,1,0,12.57,12.57,0,0,0.0807,155.762,1,0.1257,8.07E-04
10,94,0,0,11.237,11.237,0,0,0.0411,273.406,0,0,0
10,95,1,1,7.388,7.383,0.005,0.068,0.0484,152.541,2.068,0.15278384,0.00100159
10,96,1,3,9.432,9.392,0.04,0.424,0.0379,247.81,4.424,0.41727168,0.001683837
10,97,2,0,9.39,9.105,0.285,3.035,0.0323,281.889,5.035,0.4727865,0.001677211
10,98,0,0,12.88,12.88,0,0,0.0823,156.501,0,0,0
10,99,2,0,9.706,9.706,0,0,0.04,242.65,2,0.19412,8.00E-04
10,100,4,2,17.708,12.88,4.828,27.265,0.1101,116.985,33.265,5.8905662,0.050353365
10,101,1,0,11.735,11.694,0.041,0.349,0.0705,165.872,1.349,0.15830515,9.54E-04
12,1,0,0,5.746,5.746,0,0,0.0675,85.126,0,0,0
12,2,3,1,6.37,6.358,0.012,0.188,0.0684,92.953,4.188,0.2667756,0.002869999
12,3,0,0,10.868,10.868,0,0,0.1121,96.949,0,0,0
12,4,0,1,5.368,5.368,0,0,0.0541,99.224,1,0.05368,5.41E-04
12,5,0,0,7.656,6.62,1.036,13.532,0.0634,104.416,13.532,1.03600992,0.009921908
12,6,0,0,8.021,8.021,0,0,0.0814,98.538,0,0,0
12,7,0,0,11.56,11.56,0,0,0.0986,117.241,0,0,0
12,8,1,0,9.725,9.725,0,0,0.0914,106.4,1,0.09725,9.14E-04
12,9,0,1,6.354,6.345,0.009,0.142,0.0593,106.998,1.142,0.07256268,6.78E-04
12,10,0,0,8.547,8.547,0,0,0.0771,110.856,0,0,0
12,11,4,0,6.307,6.307,0,0,0.0685,92.073,4,0.25228,0.00274
12,12,3,0,7.248,7.247,0.001,0.014,0.0822,88.163,3.014,0.21845472,0.00247785
12,13,0,0,5.788,5.785,0.003,0.052,0.0615,94.065,0.052,0.00300976,3.20E-05
12,14,0,0,7.148,7.148,0,0,0.0713,100.252,0,0,0
12,15,0,0,9.107,9.107,0,0,0.0955,95.361,0,0,0
12,16,0,2,5.19,5.19,0,0,0.0554,93.682,2,0.1038,0.001108
12,17,0,0,7.996,7.996,0,0,0.088,90.864,0,0,0
12,18,0,0,10.123,9.569,0.554,5.473,0.0823,116.27,5.473,0.55403179,0.004765056
12,19,0,1,10.048,9.919,0.129,1.284,0.1021,97.15,2.284,0.22949632,0.002362292
12,20,0,0,4.4,4.134,0.266,6.045,0.0474,87.215,6.045,0.26598,0.003049698
12,21,2,0,5.856,5.82,0.036,0.615,0.0534,108.989,2.615,0.1531344,0.001405048
12,22,0,0,4.703,4.703,0,0,0.0484,97.169,0,0,0
12,23,0,0,15.681,15.602,0.079,0.504,0.1251,125.716,0.504,0.07903224,6.34E-04
12,24,0,0,9.147,9.147,0,0,0.0918,99.641,0,0,0
12,25,0,0,14.201,13.964,0.237,1.669,0.1216,114.836,1.669,0.23701469,0.002063949
12,26,0,2,11.456,11.414,0.042,0.367,0.1189,95.997,2.367,0.27116352,0.002824719
12,27,0,0,8.297,8.297,0,0,0.088,94.284,0,0,0
12,28,1,2,11.274,11.069,0.205,1.818,0.0949,116.639,4.818,0.54318132,0.004656962
12,29,5,0,7.276,7.259,0.017,0.234,0.0771,94.15,5.234,0.38082584,0.004044865
12,30,0,0,8.56,8.427,0.133,1.554,0.0742,113.571,1.554,0.1330224,0.001171266
12,31,4,0,9.897,9.897,0,0,0.0887,111.578,4,0.39588,0.003548
12,32,0,0,7.705,7.705,0,0,0.0736,104.688,0,0,0
12,33,0,0,8.634,8.634,0,0,0.0822,105.036,0,0,0
12,34,0,0,7.716,7.716,0,0,0.0737,104.695,0,0,0
12,35,5,0,8.449,8.279,0.17,2.012,0.069,119.986,7.012,0.59244388,0.004937629
12,36,0,0,11.233,11.233,0,0,0.1062,105.772,0,0,0
12,37,0,0,10.721,10.721,0,0,0.0917,116.914,0,0,0
12,38,0,0,8.691,8.656,0.035,0.403,0.0895,96.715,0.403,0.03502473,3.62E-04
12,39,0,0,8.866,8.866,0,0,0.0844,105.047,0,0,0
12,40,0,0,4.758,4.479,0.279,5.864,0.0415,107.928,5.864,0.27900912,0.002585148
12,41,10,0,4.542,4.542,0,0,0.0439,103.462,10,0.4542,0.00439
12,42,0,0,7.432,7.432,0,0,0.0588,126.395,0,0,0
12,43,1,0,5.672,5.672,0,0,0.0505,112.317,1,0.05672,5.05E-04
12,44,0,0,7.068,7.068,0,0,0.0739,95.643,0,0,0
12,45,0,0,7.031,6.099,0.932,13.256,0.0589,103.548,13.256,0.93202936,0.009000907
12,46,2,0,8.736,8.735,0.001,0.011,0.0848,103.007,2.011,0.17568096,0.001705523
12,47,0,0,4.836,4.836,0,0,0.0513,94.269,0,0,0
12,48,0,0,7.411,7.11,0.301,4.062,0.0639,111.268,4.062,0.30103482,0.002705503
12,49,2,0,8.57,8.475,0.095,1.109,0.0868,97.638,3.109,0.2664413,0.002728862
12,50,0,2,18.088,18.018,0.07,0.387,0.1372,131.327,2.387,0.43176056,0.003287687
12,51,0,3,14.098,14.098,0,0,0.1367,103.131,3,0.42294,0.004101
12,52,0,0,15.561,14.882,0.679,4.363,0.1308,113.777,4.363,0.67892643,0.00596718
12,53,0,1,19.152,19.137,0.015,0.078,0.1467,130.45,1.078,0.20645856,0.001582666
12,54,0,0,13.679,13.666,0.013,0.095,0.13,105.123,0.095,0.01299505,1.24E-04
12,55,0,3,16.41,16.338,0.072,0.439,0.1643,99.44,3.439,0.5643399,0.005675177
12,56,0,0,14.249,14.234,0.015,0.105,0.1337,106.462,0.105,0.01496145,1.41E-04
12,57,0,0,14.296,14.296,0,0,0.1254,114.003,0,0,0
12,58,0,0,16.709,16.709,0,0,0.1522,109.783,0,0,0
12,59,2,0,12.716,12.656,0.06,0.472,0.1201,105.379,2.472,0.31433952,0.002982947
12,60,0,2,14.445,14.445,0,0,0.1252,115.375,2,0.2889,0.002504
12,61,2,0,12.133,12.133,0,0,0.1262,96.141,2,0.24266,0.002524
12,62,0,0,8.593,8.593,0,0,0.0749,114.726,0,0,0
12,63,0,0,8.972,8.972,0,0,0.0937,95.752,0,0,0
12,64,0,0,10.522,10.507,0.015,0.143,0.085,123.612,0.143,0.01504646,1.22E-04
12,65,0,0,7.782,7.583,0.199,2.557,0.0687,110.378,2.557,0.19898574,0.001802759
12,66,0,0,10.184,10.184,0,0,0.0893,114.043,0,0,0
12,67,2,0,11.255,11.255,0,0,0.1052,106.987,2,0.2251,0.002104
12,68,0,0,12.324,12.324,0,0,0.0948,130,0,0,0
12,69,3,0,10.605,10.605,0,0,0.0992,106.905,3,0.31815,0.002976
12,70,0,1,8.689,8.654,0.035,0.403,0.0848,102.052,1.403,0.12190667,0.001194556
12,71,7,0,5.076,5.059,0.017,0.335,0.0479,105.616,7.335,0.3723246,0.003525271
12,72,0,0,7.479,7.479,0,0,0.079,94.671,0,0,0
12,73,0,0,7.141,7.141,0,0,0.0723,98.769,0,0,0
12,74,0,0,10.188,10.188,0,0,0.0938,108.614,0,0,0
12,75,0,0,10.478,10.478,0,0,0.0942,111.231,0,0,0
12,76,3,0,7.961,7.961,0,0,0.0849,93.769,3,0.23883,0.002547
12,77,0,0,5.676,5.676,0,0,0.0625,90.816,0,0,0
12,78,0,0,9.76,9.76,0,0,0.0902,108.204,0,0,0
12,79,0,0,7.46,7.46,0,0,0.0735,101.497,0,0,0
12,80,1,0,6.248,6.248,0,0,0.0598,104.482,1,0.06248,5.98E-04
12,81,0,0,4.976,4.953,0.023,0.462,0.0548,90.383,0.462,0.02298912,2.54E-04
12,82,3,0,6.876,6.867,0.009,0.131,0.0696,98.664,3.131,0.21528756,0.002182032
12,83,0,0,6.954,6.773,0.181,2.603,0.0588,115.187,2.603,0.18101262,0.001571466
12,84,0,0,8.389,8.389,0,0,0.0843,99.514,0,0,0
12,85,0,0,3.844,3.837,0.007,0.182,0.0448,85.647,0.182,0.00699608,8.17E-05
12,86,0,0,2.684,2.629,0.055,2.049,0.0291,90.344,2.049,0.05499516,6.09E-04
12,87,25,0,2.823,2.823,0,0,0.0291,97.01,25,0.70575,0.007275
12,88,1,0,7.521,7.446,0.075,0.997,0.0814,91.474,1.997,0.15019437,0.001641931
12,89,0,0,7.793,7.73,0.063,0.808,0.0825,93.697,0.808,0.06296744,6.72E-04
12,90,0,0,3.296,3.296,0,0,0.0347,94.986,0,0,0
12,91,0,2,8.809,8.663,0.146,1.657,0.0825,105.006,3.657,0.32214513,0.003067872
12,92,0,0,5.626,5.626,0,0,0.0607,92.685,0,0,0
12,93,0,0,10.341,10.341,0,0,0.0844,122.524,0,0,0
12,94,0,0,9.15,9.15,0,0,0.1003,91.226,0,0,0
12,95,1,0,9.497,9.182,0.315,3.317,0.086,106.767,4.317,0.40998549,0.003839986
12,96,0,0,10.166,10.166,0,0,0.097,104.804,0,0,0
12,97,0,0,9.383,9.304,0.079,0.842,0.0805,11.578,0.842,0.07900486,6.84E-04
12,98,0,0,5.247,5.247,0,0,0.0555,94.541,0,0,0
12,99,0,0,8.012,8.012,0,0,0.0617,129.854,0,0,0
12,100,7,0,4.092,4.092,0,0,0.0408,100.294,7,0.28644,0.002856
13,1,3,0,6.542,6.542,0,0,0.0641,102.059,3,0.19626,0.001923
13,2,5,0,9.86,8.952,0.908,9.209,0.0706,126.799,14.209,1.4010074,0.011049053
13,3,10,0,11.699,11.699,0,0,0.1025,114.137,10,1.1699,0.01025
13,4,15,0,9.065,9.065,0,0,0.0909,99.725,15,1.35975,0.013635
13,5,4,0,10.068,9.859,0.209,2.076,0.0737,133.772,6.076,0.61173168,0.004572941
13,6,2,1,9.361,9.323,0.038,0.406,0.0648,143.873,3.406,0.31883566,0.002216084
13,7,3,0,10.017,10.017,0,0,0.0918,109.118,3,0.30051,0.002754
13,8,1,5,8.884,8.437,0.447,5.032,0.0736,114.633,11.032,0.98008288,0.008549733
13,9,15,2,9.66,8.842,0.818,8.468,0.0742,119.164,25.468,2.4602088,0.020645498
13,10,3,0,13.036,12.99,0.046,0.353,0.1078,120.501,3.353,0.43709708,0.003627334
13,11,1,0,12.938,11.62,1.318,10.187,0.0964,120.539,11.187,1.44737406,0.012007475
13,12,4,0,10.406,10.406,0,0,0.0898,115.88,4,0.41624,0.003592
13,13,2,1,10.727,10.694,0.033,0.308,0.091,117.516,3.308,0.35484916,0.003019569
13,14,4,0,8.857,8.857,0,0,0.0913,97.01,4,0.35428,0.003652
13,15,45,5,12.648,12.028,0.62,4.902,0.1048,114.771,54.902,6.94400496,0.060503136
13,16,7,0,11.487,11.435,0.052,0.453,0.0913,125.246,7.453,0.85612611,0.006835532
13,17,3,1,11.836,11.798,0.038,0.321,0.083,142.145,4.321,0.51143356,0.003597981
13,18,17,0,11.274,11.245,0.029,0.257,0.0896,125.502,17.257,1.94555418,0.015502148
13,19,20,0,9.029,8.989,0.04,0.443,0.0848,106.002,20.443,1.84579847,0.017412806
13,20,6,0,8.989,8.909,0.08,0.89,0.0701,127.09,6.89,0.6193421,0.004873261
13,21,3,0,8.223,8.191,0.032,0.389,0.074,110.689,3.389,0.27867747,0.002517658
13,22,7,0,6.122,5.111,1.011,16.514,0.045,113.578,23.514,1.43952708,0.012674373
13,23,40,3,7.933,7.617,0.316,3.983,0.0625,121.872,46.983,3.72716139,0.03058259
13,24,5,0,5.761,5.075,0.686,11.908,0.0458,110.808,16.908,0.97406988,0.008790621
13,25,7,0,4.986,3.094,1.892,37.946,0.0232,133.362,44.946,2.24100756,0.016803935
13,26,12,0,7.52,6.664,0.856,11.383,0.0562,118.577,23.383,1.7584016,0.014829257
13,27,1,0,8.4,8.029,0.371,4.417,0.055,145.982,5.417,0.455028,0.003117018
13,28,2,0,6.075,5.811,0.264,4.346,0.0378,153.73,6.346,0.3855195,0.002507768
13,29,7,4,4.684,4.679,0.005,0.107,0.0342,136.813,11.107,0.52025188,0.003802653
13,30,1,0,3.974,3.524,0.45,11.324,0.0399,88.321,12.324,0.48975576,0.005545191
13,31,0,0,3.811,3.582,0.229,6.009,0.0338,105.976,6.009,0.22900299,0.002160888
13,32,2,0,2.084,2.061,0.023,1.104,0.0194,106.237,3.104,0.06468736,6.09E-04
13,33,30,1,8.35,8.35,0,0,0.0753,110.89,31,2.5885,0.023343
13,34,35,0,6.683,6.512,0.171,2.559,0.0622,104.695,37.559,2.51006797,0.023975158
13,35,8,2,7.041,6.984,0.057,0.81,0.0565,123.611,10.81,0.7611321,0.006157498
13,36,17,1,2.55,2.418,0.132,5.176,0.0217,111.429,23.176,0.590988,0.005303738
13,37,1,0,3.526,3.526,0,0,0.0317,111.23,1,0.03526,3.17E-04
13,38,4,1,9.218,8.644,0.574,6.227,0.0783,110.396,11.227,1.03490486,0.009374485
13,39,5,0,3.947,3.35,0.597,15.125,0.0344,97.384,20.125,0.79433375,0.008156741
13,40,3,0,9.254,8.138,1.386,14.977,0.0529,153.837,17.977,1.66359158,0.010813959
13,41,6,0,10.331,9.359,0.972,9.409,0.0712,131.447,15.409,1.59190379,0.012110647
13,42,16,2,9.428,9.428,0,0,0.071,132.789,18,1.69704,0.01278
13,43,6,0,5.881,5.709,0.172,2.925,0.0546,104.56,8.925,0.52487925,0.005019865
13,44,15,2,9.254,9.163,0.091,0.983,0.0701,130.713,17.983,1.66414682,0.012731277
13,45,10,0,10.617,9.835,0.782,7.266,0.0806,122.022,17.266,1.83313122,0.015022916
13,46,0,8,9.944,8.837,1.107,11.132,0.0735,120.231,19.132,1.90248608,0.015823552
13,47,4,1,9.854,9.854,0,0,0.079,124.734,5,0.4927,0.00395
13,48,14,0,5.415,4.963,0.452,8.347,0.0351,141.396,22.347,1.21009005,0.008558163
13,49,6,0,10.457,10.41,0.047,0.449,0.0863,120.626,6.449,0.67437193,0.005590615
13,50,35,0,11.837,11.5,0.337,2.847,0.1018,112.967,37.847,4.47994939,0.039657291
13,51,25,2,6.655,6.635,0.02,0.301,0.0637,104.16,27.301,1.81688155,0.017443158
13,52,6,4,4.338,4.338,0,0,0.0297,146.061,10,0.4338,0.00297
13,53,1,4,6.683,6.527,0.156,2.334,0.0574,113.711,7.334,0.49013122,0.004310331
13,54,3,0,7.021,7.021,0,0,0.0699,100.443,3,0.21063,0.002097
13,55,2,0,8.598,8.426,0.172,2,0.0721,116.865,4,0.34392,0.002942871
13,56,0,0,6.028,6.002,0.026,0.431,0.0456,131.623,0.431,0.02598068,1.97E-04
13,57,8,2,9.858,9.805,0.053,0.538,0.0763,128.506,10.538,1.03883604,0.008083956
13,58,17,2,13.164,13.164,0,0,0.118,111.559,19,2.50116,0.02242
13,59,4,0,8.949,8.588,0.361,4.034,0.0793,108.298,8.034,0.71896266,0.006638768
13,60,3,2,8.039,8.039,0,0,0.0685,117.358,5,0.40195,0.003425
13,61,1,0,6.977,5.81,1.167,16.726,0.0603,96.352,17.726,1.23674302,0.012835732
13,62,5,2,8.733,8.132,0.601,6.882,0.0775,104.929,13.882,1.21231506,0.011553667
13,63,4,0,7.544,7.483,0.061,0.809,0.0601,124.509,4.809,0.36279096,0.002913769
13,64,1,2,9.529,9.529,0,0,0.0912,104.485,3,0.28587,0.002736
13,65,6,0,8.341,7.68,0.661,7.925,0.0553,138.879,13.925,1.16148425,0.008363292
13,66,3,0,9.055,9.055,0,0,0.0776,116.688,3,0.27165,0.002328
13,67,6,0,8.781,8.714,0.067,0.763,0.0758,114.96,6.763,0.59385903,0.005165769
13,68,3,2,5.85,5.85,0,0,0.0721,81.137,5,0.2925,0.003605
13,69,3,0,7.769,7.703,0.066,0.85,0.065,118.508,3.85,0.2991065,0.002523942
13,70,0,0,9.224,9.173,0.051,0.553,0.0812,112.968,0.553,0.05100872,4.52E-04
13,71,4,0,10.496,10.496,0,0,0.0798,131.529,4,0.41984,0.003192
13,72,12,0,6.861,6.842,0.019,0.277,0.0573,119.407,12.277,0.84232497,0.007054256
13,73,5,0,8.767,8.639,0.128,1.46,0.0637,135.62,6.46,0.5663482,0.00417599
13,74,7,0,6.475,6.475,0,0,0.0677,95.643,7,0.45325,0.004739
13,75,0,6,4.98,4.894,0.086,1.727,0.0346,141.445,7.727,0.3848046,0.002720523
13,76,10,0,8.334,8.203,0.131,1.572,0.0613,133.817,11.572,0.96441048,0.00720692
13,77,0,1,11.564,11.071,0.493,4.263,0.0988,112.055,5.263,0.60861332,0.005431397
13,78,6,0,11.949,11.949,0,0,0.101,118.307,6,0.71694,0.00606
13,79,1,0,10.729,10.592,0.137,1.277,0.0858,123.45,2.277,0.24429933,0.001978935
13,80,10,0,12.051,11.603,0.448,3.718,0.1038,111.782,13.718,1.65315618,0.014789073
13,81,2,0,11.323,11.035,0.288,2.543,0.0804,137.251,4.543,0.51440389,0.0037479
13,82,13,0,8.767,8.693,0.074,0.844,0.0733,118.595,13.844,1.21370348,0.010234035
13,83,4,0,14.125,13.306,0.819,5.798,0.102,130.451,9.798,1.3839675,0.0106091
13,84,1,0,9.953,9.943,0.01,0.1,0.0746,133.284,1.1,0.109483,8.21E-04
13,85,12,0,9.88,9.738,0.152,1.538,0.0989,98.463,13.538,1.3375544,0.013584322
13,86,2,0,11.539,11.538,0.001,0.009,0.1006,114.692,2.009,0.23181851,0.002021229
13,87,6,0,6.613,6.613,0,0,0.0488,135.512,6,0.39678,0.002928
13,88,8,2,8.713,8.701,0.012,0.138,0.0737,118.06,10.138,0.88332394,0.007482011
13,89,4,2,10.029,9.98,0.049,0.489,0.0907,110.033,6.489,0.65078181,0.00591442
13,90,15,0,11.884,11.854,0.03,0.252,0.0957,123.866,15.252,1.81254768,0.014633104
13,91,3,0,15.003,15.003,0,0,0.1093,137.264,3,0.45009,0.003279
13,92,5,0,11.533,11.233,0.3,2.601,0.0791,142.01,7.601,0.87662333,0.006172964
13,93,3,0,8.338,8.331,0.007,0.084,0.0733,113.656,3.084,0.25714392,0.002262471
13,94,6,0,5.622,5.431,0.191,3.397,0.0611,88.887,9.397,0.52829934,0.005943489
13,95,5,0,3.472,3.438,0.034,0.979,0.0346,99.364,5.979,0.20759088,0.002089193
13,96,0,5,3.403,3.403,0,0,0.0311,109.421,5,0.17015,0.001555
13,97,0,0,6.125,5.957,0.168,2.743,0.0487,122.32,2.743,0.16800875,0.001373515
13,98,4,0,4.995,4.728,0.267,5.345,0.037,127.784,9.345,0.46678275,0.003652911
13,99,17,0,3.452,3.452,0,0,0.0284,121.549,17,0.58684,0.004828
13,100,1,1,8.873,8.863,0.01,0.113,0.0887,99.921,2.113,0.18748649,0.001876346
13,101,0,0,8.397,8.383,0.014,0.167,0.0773,108.448,0.167,0.01402299,1.29E-04
14,1,0,0,6.978,6.978,0,0,0.0708,98.559,0,0,0
14,2,0,0,6.653,6.635,0.018,0.271,0.0556,119.335,0.271,0.01802963,1.51E-04
14,3,0,1,11.517,11.485,0.032,0.278,0.0924,124.297,1.278,0.14718726,0.001184162
14,4,0,0,8.225,8.202,0.023,0.28,0.0694,118.184,0.28,0.02303,1.95E-04
14,5,0,6,13.187,13.154,0.033,0.25,0.1373,95.076,6.25,0.8241875,0.008602778
14,6,4,0,6.678,6.669,0.009,0.135,0.0729,91.481,4.135,0.2761353,0.003018483
14,7,0,3,6.638,6.587,0.051,0.768,0.0875,75.28,3.768,0.25011984,0.003322527
14,8,0,3,11.634,11.493,0.141,1.212,0.1332,86.284,4.212,0.49002408,0.005679214
14,9,4,2,13.779,13.779,0,0,0.1452,94.897,6,0.82674,0.008712
14,10,0,2,3.101,3.101,0,0,0.0351,88.348,2,0.06202,7.02E-04
